content,x,y
"Haut, Augen und Kleidung vermeiden.","70.298","1926.531"
Hautschutz:,"64.629","3600.5168"
"Hilfe hinzuziehen. Bei Unwohlsein ärztlichen Rat einholen/ärztliche Hilfe hinzuziehen.","70.298","1551.56"
Hinweise zum sicheren Umgang:,"64.629","2731.0688"
Hinweise zur allgemeinen Industriehygiene,"64.629","2756.529"
Hydrazin,"184.047","1323.9609"
Hydrazin,"149.647","3005.4739"
Hydrazin,"149.647","3032.046"
Hydrazin,"149.647","3058.618"
Hydrazin,"126.589005","4725.499"
II,"64.327995","5372.683"
II,"184.125","5372.683"
II,"304.172","5372.683"
II,"424.219","5372.683"
Isopropanol,"184.047","1385.9089"
Isopropanol,"149.647","3085.19"
Isopropanol,"149.647","3183.0059"
Isopropanol,"149.647","3221.814"
Isopropanol,"126.589005","4737.1987"
"Kann Krebs erzeugen.","157.647","1055.633"
"Kann Krebs erzeugen.","70.298","4421.5977"
"Kann Krebs erzeugen.","157.647","6535.3135"
"Kann Schläfrigkeit und Benommenheit verursachen.","157.647","1043.933"
"Kann Schläfrigkeit und Benommenheit verursachen.","70.298","4468.398"
"Kann Schläfrigkeit und Benommenheit verursachen.","157.647","6523.614"
"Kann allergische Hautreaktionen verursachen.","157.647","1008.833"
"Kann allergische Hautreaktionen verursachen.","157.647","6488.5137"
"Kann allergische Hautreaktionen verursachen. Enthält .... Kann allergische Reaktionen hervorrufen.","70.298","4374.798"
"Karzinogenität (Carc. 1B)","69.897","546.671"
"Karzinogenität (Carc. 1B)","69.897","6342.6055"
Karzinogenität:,"64.629","4410.798"
Keimzellmutagenität:,"64.629","4387.398"
Keine Daten verfügbar,"70.298","302.302"
Keine Daten verfügbar,"70.298","329.646"
Keine Daten verfügbar,"70.298","1236.8359"
Keine Daten verfügbar,"70.298","2378.7148"
Keine Daten verfügbar,"70.298","2859.9648"
Keine Daten verfügbar,"70.298","3278.281"
Keine Daten verfügbar,"70.298","3549.5168"
Keine Daten verfügbar,"70.298","3658.7168"
Keine Daten verfügbar,"70.298","3686.061"
Keine Daten verfügbar,"70.298","3802.2969"
Keine Daten verfügbar,"70.298","3880.325"
Keine Daten verfügbar,"70.298","3907.669"
Keine Daten verfügbar,"70.298","3935.013"
Keine Daten verfügbar,"70.298","3962.357"
Keine Daten verfügbar,"70.298","4538.5977"
Keine Daten verfügbar,"70.298","4629.2256"
Keine Daten verfügbar,"70.298","4656.57"
Keine Daten verfügbar,"70.298","4683.914"
Keine Daten verfügbar,"70.298","4766.966"
Keine Daten verfügbar,"70.298","4872.5938"
Keine Daten verfügbar,"70.298","5599.851"
Keine Daten verfügbar,"70.298","5677.943"
Keine Daten verfügbar,"70.298","5775.497"
Keine Daten verfügbar,"70.298","5802.841"
Keine Daten verfügbar,"70.298","6081.8247"
Keine Daten verfügbar,"70.298","6109.1685"
Keine Daten verfügbar,"70.298","6136.5127"
Keine Daten verfügbar,"70.298","6576.781"
Keine Daten verfügbar,"70.298","6604.1245"
"Kennzeichnung gemäß Verordnung (EG) Nr. 1272/2008 [CLP]","64.629","622.89795"
Klassifizierungscode:,"64.327995","5522.335"
Klassifizierungscode:,"184.125","5522.335"
"Kleidungsstücke sofort ausziehen. Sofort ärztlichen Rat einholen/ärztliche Hilfe hinzuziehen. Bei","70.298","1585.76"
"Kontaminiertes Löschwasser getrennt sammeln. Nicht in die Kanalisation oder Gewässer gelangen","70.298","2160.7349"
Konzen-,"471.36798","1302.161"
"Lagerklasse: 6.1B – Nicht brennbare, akut toxische Kat. 1 und 2 / sehr giftige Gefahrstoffe","64.629","2832.621"
Landtransport (ADR/ Binnenschiffs-,"64.327995","4912.634"
Landtransport (ADR/ Binnenschiffs-,"64.327995","5207.287"
Lufttransport (ICAO-,"424.219","4912.634"
Lufttransport (ICAO-,"424.219","5207.287"
"LÖSUNG, N. A. G.","64.327995","5260.831"
"LÖSUNG, N. A. G.","184.125","5260.831"
"Löschmaßnahmen auf die Umgebung abstimmen.","70.298","2055.303"
MEERESSCHADSTOFF,"304.172","5441.791"
"Mund ausspülen. Reichlich Wasser in kleinen Schlucken trinken lassen (Verdünnungseffekt).","70.298","1849.1309"
Nach Einatmen:,"64.629","1529.96"
Nach Verschlucken:,"64.629","1838.3309"
Nein,"424.219","5415.427"
"Nicht in die Kanalisation oder Gewässer gelangen lassen.","70.298","2351.371"
Notfällen anzuwendende Verfahren,"64.629","2223.371"
"Personen in Sicherheit bringen.","70.298","2262.227"
Personenbezogene Vorsichtsmaßnahmen:,"64.629","2251.427"
"Persönliche Schutzausrüstung tragen (siehe Abschnitt 8).","70.298","2741.869"
"Persönliche Schutzausrüstung verwenden. Keine direkte Atemspende durch den Ersthelfer. Kontakt mit","70.298","1915.731"
Persönliche Schutzausrüstung:,"64.629","2313.227"
Persönliche Schutzausrüstung: siehe Abschnitt 8,"70.298","2324.0269"
Produktidentifikatoren,"69.897","1302.161"
REACH-Kandidatenlistenstoff!,"184.047","1332.873"
RID),"64.327995","4923.4336"
RID),"64.327995","5218.087"
Rechtsvorschriften für den Stoff oder das Gemisch,"64.629","5651.687"
"Reduktionsmittel.","70.298","274.958"
Reproduktionstoxizität:,"64.629","4434.1978"
"S SOLUTION, N.O.S.","424.219","5260.831"
"S SOLUTION, N.O.S. (hy","304.172","5260.831"
SICHERHEITSDATENBLATT,"64.629","56.389038"
SICHERHEITSDATENBLATT,"64.629","898.278"
SICHERHEITSDATENBLATT,"64.629","1740.167"
SICHERHEITSDATENBLATT,"64.629","2582.0562"
SICHERHEITSDATENBLATT,"64.629","3423.9448"
SICHERHEITSDATENBLATT,"64.629","4265.834"
SICHERHEITSDATENBLATT,"64.629","5107.723"
SICHERHEITSDATENBLATT,"64.629","5949.612"
"STOT SE 3, Flam. Liq. 2, Eye Irrit. 2","184.047","1395.509"
Sachgerechte Entsorgung / Produkt:,"64.629","4834.4497"
Schutzausrüstung:,"64.629","2274.827"
Schutzausrüstungen,"64.629","2895.233"
"Schutzhandschuhe/Schutzkleidung/Augenschutz/Gesichtsschutz tragen.","70.298","2285.627"
Schutzmaßnahmen,"64.629","2718.129"
Schwere Augenschädigung/-reizung,"69.897","482.771"
Schwere Augenschädigung/-reizung,"69.897","6278.7056"
Schwere Augenschädigung/-reizung:,"64.629","4135.785"
Schwindel,"70.298","1964.6749"
Seeschiffstransport,"304.172","4912.634"
Seeschiffstransport,"304.172","5207.287"
"Sehr giftig für Wasserorganismen mit langfristiger Wirkung.","157.647","1097.333"
"Sehr giftig für Wasserorganismen mit langfristiger Wirkung.","157.647","6547.0137"
"Sehr giftig für Wasserorganismen.","157.647","1085.633"
"Sehr giftig für Wasserorganismen. Sehr giftig für Wasserorganismen mit langfristiger Wirkung.","70.298","4601.882"
Seite 1/8,"64.629","115.862"
Seite 2/8,"64.629","957.751"
Seite 3/8,"64.629","1799.6399"
Seite 4/8,"64.629","2641.529"
Seite 5/8,"64.629","3483.418"
Seite 6/8,"64.629","4325.3066"
Seite 7/8,"64.629","5167.196"
Seite 8/8,"64.629","6009.0845"
Selbstschutz des Ersthelfers:,"64.629","1904.9309"
Sensibilisierung der Atemwege/Haut,"69.897","461.47098"
Sensibilisierung der Atemwege/Haut,"69.897","6257.406"
Sensibilisierung von Atemwegen oder Haut:,"64.629","4363.998"
Sichere Handhabung: siehe Abschnitt 7 Persönliche Schutzausrüstung: siehe Abschnitt 8 Entsorgung:,"70.298","2406.059"
"Sicherheitsdatenblatt vorzeigen). Verunglückten aus der Gefahrenzone entfernen. Beschmutzte,","70.298","1495.76"
Signalwort: Gefahr,"64.629","722.907"
"Skin Corr. 1B, Flam. Liq. 3, Acute Tox. 3, Skin Sens. 1, Carc. 1B, Aqua","184.047","1342.2009"
Sondervorschriften:,"184.125","5475.535"
Sondervorschriften:,"424.219","5475.535"
Sondervorschriften: -,"304.172","5475.535"
Spezifische Zielorgan-Toxizität bei,"69.897","525.371"
Spezifische Zielorgan-Toxizität bei,"69.897","6321.3057"
Spezifische Zielorgan-Toxizität bei einmaliger Exposition:,"64.629","4457.5977"
Spezifische Zielorgan-Toxizität bei wiederholter Exposition:,"64.629","4480.998"
Stoffname,"184.047","1302.161"
Stoffname,"149.647","2941.6938"
Stoffname,"149.647","3131.462"
Stoffname,"126.589005","4713.299"
"Symptomatische Behandlung.","70.298","1992.019"
TI / IATA-DGR),"424.219","4923.4336"
TI / IATA-DGR),"424.219","5218.087"
TRGS 900 (DE),"69.897","3085.19"
TRGS 903 (DE),"69.897","3183.0059"
TRGS 903 (DE),"69.897","3221.814"
TRGS 910 (DE),"69.897","3005.4739"
TRGS 910 (DE),"69.897","3032.046"
Technische Maßnahmen und Lagerbedingungen:,"64.629","2809.221"
Totenkopf mit ge-,"173.81","699.248"
Tunnelbeschrän-,"64.327995","5545.735"
UN 3471,"64.327995","4955.378"
UN 3471,"184.125","4955.378"
UN 3471,"304.172","4955.378"
UN 3471,"424.219","4955.378"
"Umgebungsluftunabhängiges Atemschutzgerät und Chemikalienschutzanzug tragen.","70.298","2133.3909"
Umwelt,"385.53802","699.248"
Unverträglichkeiten,"64.629","2796.165"
"Verordnung (EG) Nr. 1272/2008 [CLP]","64.629","6165.009"
Version: 1,"64.629","101.462036"
Version: 1,"64.629","943.351"
Version: 1,"64.629","1785.24"
Version: 1,"64.629","2627.129"
Version: 1,"64.629","3469.018"
Version: 1,"64.629","4310.9067"
Version: 1,"64.629","5152.796"
Version: 1,"64.629","5994.6846"
"Verursacht schwere Augenreizung.","157.647","6500.214"
"Verursacht schwere Augenschäden.","157.647","1020.533"
"Verursacht schwere Augenschäden.","70.298","4146.585"
"Verursacht schwere Verätzungen der Haut und schwere Augenschäden.","157.647","774.24805"
"Verursacht schwere Verätzungen der Haut und schwere Augenschäden.","70.298","4123.185"
"Verursacht schwere Verätzungen der Haut und schwere Augenschäden.","157.647","6476.8135"
Verwendung des Stoffs/Gemischs:,"64.629","264.15802"
"Verwendungen, von denen abgeraten wird","64.629","251.10199"
WGK:,"64.629","5737.353"
